name,latitude,longitude,crowd_index,events_index
Parc Central de Nou Barris,41.4368445525108,2.1712296246319656,4.637970311034349,9.042553191489361
Teatre Nacional de Catalunya,41.39971763958852,2.1861052566703805,13.251343745812425,13.829787234042552
Escola Business Engineering School - la Salle,41.40890993792351,2.1311370586996183,1.325134374581242,0.0
Santuari de Santa Eulàlia de Vilapicina,41.43072358230434,2.1729158525346945,7.29866146539017,4.787234042553191
Parc de la Font del Racó,41.41609393601731,2.130839745769486,5.30053749832497,0.0
Herboristeria del Rei,41.38070755674348,2.175034436574318,94.46272501228356,3.1914893617021276
Parròquia de Santa Teresa de l'Infant Jesús,41.400511756428415,2.151808582444108,10.662120512782337,0.0
Casa Muntadas,41.41526572017423,2.1332147546001883,12.588776558521802,0.0
Casa Francesc Cama,41.40028269384311,2.1548570322157654,16.33935351309501,7.9787234042553195
Casa Madurell,41.40275219893523,2.1596123951981183,13.98537885442878,1.0638297872340425
Casa Vilabella,41.40416890235721,2.155505247349864,29.857213048851303,2.6595744680851063
Centre Cívic Sarrià,41.39390619967619,2.1211872573336934,0.0,8.51063829787234
Centre Cívic La Sedeta,41.405576512012246,2.167687591797475,5.30053749832497,9.042553191489361
Parròquia de l'Immaculat Cor de Maria,41.405951148357936,2.166593971349565,1.9877015618718636,2.6595744680851063
Institut Nacional d'Educació Física de Catalunya *Barcelona,41.36537462912623,2.146913285556539,3.975403123743727,0.0
Casa Company,41.393120800716055,2.1481893230679403,13.98537885442878,2.6595744680851063
Centre Educatiu Jesús Maria *Passeig Sant Gervasi,41.40962676260745,2.1321227367298,0.0,0.0
Vall d'Hebron Barcelona Hospital Campus,41.42804943371883,2.1434499797388105,1.325134374581242,0.0
Port Olímpic de Barcelona,41.38772238063312,2.199282061005833,20.876077602251232,1.5957446808510638
Jardins del Mirador de l'Alcalde,41.36693458020852,2.169190267865246,1.325134374581242,0.0
Casal Cívic i Comunitari Barcelona - Magòria,41.36986934117719,2.14126001076402,0.0,1.0638297872340425
Fàbrica de Creació Ateneu Popular 9 Barris,41.44877310192653,2.1804102466794437,0.0,0.5319148936170213
Sala El Molino,41.37458590109832,2.167271088906495,34.023197296130306,4.787234042553191
Restaurant Can Travi Nou,41.43139726568915,2.150432990990598,1.325134374581242,0.0
Torre de les Aigües del Besòs,41.405450920442256,2.212560936198963,5.9631046856155905,1.5957446808510638
Forn de Pa Roura Vila,41.39744142472332,2.144269436975635,7.200393073567293,1.0638297872340425
Centre Educatiu Vedruna Gràcia Barcelona,41.40471777195005,2.151415793082498,1.2164435775650282,0.0
Castell dels Tres Dragons,41.38811182882805,2.1833851582204957,3.3128359364531064,1.0638297872340425
Centre Esportiu Municipal Piscines Bernat Picornell,41.36632923206704,2.150793450223625,7.288239060196832,0.0
Finca Sansalvador,41.418944974567545,2.148358843174665,7.950806247487455,1.0638297872340425
Pèrgola Fotovoltaica al Parc del Fòrum,41.41150571915544,2.2281237482570995,0.0,0.0
El passatge d'Antoni Gassol,41.41275610120803,2.195583895314642,0.0,0.0
Centre Comercial Maremàgnum,41.37576189535446,2.183231333568717,32.70401858165955,0.0
Casal de Barri Can Portabella,41.4291308751184,2.193936700525465,2.6502687491624854,11.170212765957446
Jardins del Teatre Grec,41.37014353208927,2.158621128519657,14.576478120393666,6.914893617021276
Jardins Creu de Pedralbes,41.39433185278547,2.1115767347502405,0.0,0.0
Residència Militar d'Estudiants Mateo Calabro,41.39297332973804,2.12510287048567,0.0,0.5319148936170213
Portal Casa Miralles,41.39211337098168,2.1274984374334376,3.975403123743727,0.0
Centre Cívic Casa Orlandai,41.3983599977031,2.1246720318706647,0.0,13.829787234042552
Telefèric de Barcelona,41.373250146274025,2.187875716121665,28.490389053496713,0.0
Biblioteca Collserola - Josep Miracle,41.41538974314011,2.102546833751382,0.0,10.106382978723405
Pastisseria Escribà *La Rambla,41.381562357710784,2.1727040810941585,94.0056280988044,0.5319148936170213
Centre Penitenciari Obert 2  - Presó de Dones de la Trinitat,41.45352852329394,2.191463299081721,0.0,0.0
Centre Cívic Vallvidrera Vázquez Montalbán,41.41539106451316,2.102545331836101,0.0,10.106382978723405
Escultura Pi i Margall-La República,41.438224060995616,2.1740546617840075,1.107752780548814,1.5957446808510638
Espai Jove La Fontana,41.40325591053633,2.1523241627536023,7.526465464615935,2.127659574468085
Escultura Mistos,41.43084545648815,2.151482440531504,3.975403123743727,1.5957446808510638
Bar Marsella,41.3782782040133,2.17122360530803,13.925538927315408,9.574468085106382
Jardins de Jacint Verdaguer,41.36885056534847,2.1630513619866973,3.3128359364531064,0.0
Hotel W Barcelona - HB-004411 *Edifici Vela,41.36836130546307,2.1899983126477727,15.23904530768429,0.0
Palau Sant Jordi,41.3620001141372,2.1523962021929672,2.6502687491624854,36.170212765957444
Museu d'Art Contemporani de Barcelona,41.383177415641065,2.16784852899158,24.13084585262719,6.914893617021276
La plaça del Monestir,41.39644186075786,2.1129074520593005,3.3128359364531064,0.5319148936170213
Centre Comercial El Centre de la Vila,41.39092742219698,2.1978686794906324,21.212572398493215,2.127659574468085
Fira Barcelona,41.3727179943061,2.150211222762335,13.251343745812425,1.5957446808510638
Centre Cívic Vil·la Florida,41.40536533899808,2.135308972460361,1.6616291708232214,7.446808510638298
Centre Estudis Ignasi Iglesias,41.43353929705061,2.1881120391596145,1.6616291708232214,6.382978723404255
Bar musical La Torre Rosa,41.42271161168508,2.180504022970048,3.3232583416464427,0.0
Restaurant Can Cortada,41.43763336944126,2.1528053939918426,0.0,0.0
Centre Educatiu Impulsem,41.376680258915165,2.1710512409002245,6.171552789482303,2.6595744680851063
Masia Can Fargas,41.42760361480803,2.164467317118893,0.0,2.127659574468085
Facultat de Ciències de la Salut Blanquerna - URL,41.409786505203634,2.1721184721407334,8.96029063621339,0.0
Associació de Comerciants del Carrer Gran de Gràcia,41.4003276952613,2.1550611661314885,16.754760805800814,7.9787234042553195
Associació Sarrià Eix Comercial,41.39840201073239,2.122763546217199,2.7693819513720355,0.0
El pont de Mühlberg,41.41856212293422,2.161799283919621,2.6502687491624854,0.0
Jardins del Palau Robert,41.396131607667456,2.159538941393651,22.094010094843885,3.723404255319149
Hospital del Mar,41.38343360981442,2.1946836219941206,27.827821866206097,2.127659574468085
Barcelona - Casa Vídua Marfà,41.39311176171059,2.1642989926981406,32.459836517129965,5.319148936170213
Club Natació Atlètic - Barceloneta,41.37344433423628,2.1886847497193758,35.11606092640293,0.0
Parc Carmel,41.41516676215983,2.155269268607678,0.0,0.0
Hotel Melia Barcelona Sky - HB-004358,41.40628819017893,2.200634797754356,0.8308145854116105,0.5319148936170213
Biblioteca Clarà *Tancada per obres,41.39994044899448,2.1294738021393327,0.0,2.127659574468085
Centre d'Arts Santa Mònica,41.37725882473504,2.175614994736913,22.805711478045946,3.1914893617021276
Museu Barça Immersive Tour,41.380676388525416,2.120354439986183,5.30053749832497,0.0
Centre Educatiu Santa Teresa - Ganduxer,41.399928939848806,2.133568601150219,3.975403123743727,0.0
Torre del Fang,41.41650054695728,2.1919480476112105,3.975403123743727,0.0
Cereria Subirà,41.38381148695298,2.1780445376953748,77.69456397123416,3.1914893617021276
Parc de la Primavera,41.37046396116055,2.1658337161656225,0.0,1.0638297872340425
Parc de l'Espanya Industrial,41.37653564822331,2.139874006322372,3.87713473192085,0.5319148936170213
Jardins de Portolà,41.410819046980855,2.14255769920195,0.0,0.0
Escola d'Aprenents SEAT,41.35443340782173,2.142929012130741,0.0,6.914893617021276
Fundació Privada Foto Colectania,41.3876733654223,2.1827368854864178,4.173428822417105,20.21276595744681
Plaça de la Virreina,41.40510303249848,2.1574390767796707,7.971651057874126,1.5957446808510638
Plaça del Nord,41.40697402455321,2.1554445283158845,0.0,4.787234042553191
Centre Cívic Casa Golferichs,41.3808491471351,2.1564074948215346,7.06192397599869,11.170212765957446
Can Carreras,41.436630936088605,2.1658537499804966,3.975403123743727,0.0
El passatge de l'Esperança,41.42909687213159,2.176942405239261,1.6616291708232214,0.0
Casa de la Lactància,41.38013155447215,2.155454935741646,11.76987329333115,2.127659574468085
Mercat Les Corts,41.38407806063042,2.1298048647400445,1.6616291708232214,2.6595744680851063
Bar Mestres,41.399609906094966,2.1310611460751536,0.0,0.5319148936170213
Mercat Galvany,41.39668239144885,2.143678943368952,11.077527805488142,0.0
Centre Cultural Teresa Pàmies,41.38689535147527,2.152049712385728,7.338862171135894,8.51063829787234
Antiga Foneria de Canons,41.37692960265057,2.177040671271692,20.93563420335601,2.127659574468085
Carrer de la Riereta,41.37926084805356,2.1669844143365613,15.250956627905246,4.25531914893617
Casa -Fàbrica Vermell-Martí,41.3882604557891,2.174179225423808,28.137516191950926,18.085106382978722
El Vapor  - Fàbrica Bonaplata,41.38494614000926,2.1667630471377124,44.377112398195436,0.0
El Jardí Vertical,41.38512796595029,2.141744623609296,3.977858388395928,0.0
Casa Hurtado,41.39242149167882,2.11632547019372,0.0,0.0
La Gran Via de Carles III,41.38359761148749,2.128056674070894,0.0,0.5319148936170213
La plaça de la Concòrdia,41.38653963624162,2.132091361234996,2.7693819513720355,7.9787234042553195
La Porta Sud de la Finca Güell,41.384912355918026,2.1189006112022293,0.0,0.0
Pavelló de Ràdio Barcelona al Parc d'Atraccions del Tibidabo,41.42410490506085,2.1193142250845742,0.0,0.0
Mercat Encants Barcelona - Fira de Bellcaire,41.401063548775554,2.1856692459565465,9.938507809359319,4.25531914893617
Cementiri Les Corts,41.383168531331165,2.1216835608063085,0.0,0.0
Parc de les Cascades,41.38631260802294,2.195094646620497,21.864717180590503,0.0
Sant Joan de Dalt,41.40216470756282,2.166410951526073,0.0291797034430618,0.0
Botiga Casa Rusca,41.431621867432426,2.1892871049773523,1.6616291708232214,11.170212765957446
La Mina Grott,41.41529444742222,2.0975454897320374,4.637970311034349,0.5319148936170213
Cooperativa La Guardiola Familiar,41.43056706573951,2.191828973297836,0.0,0.5319148936170213
Torre d'Ignacio Portabella,41.41281169827557,2.134981213630846,7.950806247487455,0.0
Castell de Montjuïc,41.36446421195711,2.1671241451784176,9.275940622068696,2.127659574468085
Centre de Convencions Internacional de Barcelona,41.40895159816792,2.218837323987452,14.576478120393666,1.0638297872340425
Colmado Murria,41.39480108686979,2.166511035825546,7.8927385614103,10.106382978723405
Universitat Politècnica de Catalunya,41.3889419870853,2.116537839859507,3.975403123743727,0.0
Jardins dels Drets Humans,41.36102656268192,2.1367088188150576,0.0,5.319148936170213
El Clot,41.407845782838926,2.188469193190472,12.39223977487605,1.5957446808510638
Biblioteca Jaume Fuster,41.40749096939712,2.149775202551298,4.637970311034349,4.25531914893617
Avinguda de la Catedral,41.384547112224666,2.175276073454244,53.602429909325075,13.829787234042552
Avinguda Maria Cristina,41.37303257656836,2.1510148596954752,15.23904530768429,1.0638297872340425
Carrer Martí  i Franqués,41.38506372270051,2.1179021240670406,1.325134374581242,0.0
Edifici de la Fàbrica Moritz - Espai Gastronòmic i Cultural,41.38253112132162,2.1634359544972748,21.18577192799607,6.382978723404255
Museu de la Xocolata,41.38741922402338,2.181725967522791,12.462218781174158,28.72340425531915
Plaça Masadas,41.424786104383934,2.190177003471264,4.5292795140181346,0.0
Eix Comercial del Raval,41.37883670716191,2.173892474795089,57.38278516445066,3.723404255319149
Jardins Plaça de Can Fabra,41.434925914293984,2.191738858342075,0.6625671872906213,15.957446808510639
Casal  Mas Guinardó,41.41816915835005,2.1744079393214104,0.0,4.787234042553191
Centre Comercial Arenas de Barcelona,41.376038338441205,2.1499752959539173,32.665306790941436,2.6595744680851063
L'avinguda del Tibidabo,41.41053474585558,2.1370219362887046,2.6502687491624854,0.0
El Passeig de Gràcia,41.3939479779243,2.1627740853677464,31.82704763039173,0.0
Masia de Can Baró,41.41656209133623,2.1620938107713417,0.0,3.1914893617021276
Pla de Montbau,41.430681496366894,2.1427060165365965,0.9007683788649306,0.0
Cases Francesc Farreras,41.382555032109934,2.159551767559708,16.062415317957804,0.0
Unió de Botiguers del Cor d'Horta,41.43029883469144,2.162232311962768,7.200393073567293,3.723404255319149
La Previsió Obrera,41.435363668960846,2.190849375486821,3.87713473192085,38.829787234042556
Refugi Antiaeri de la Sagrera,41.42373640875645,2.191951961584244,0.0,6.382978723404255
Carrer Campo Florido,41.42138115685976,2.182484957753459,0.0,0.5319148936170213
Carrer Coroleu,41.43298298344629,2.187190543503709,0.0,10.106382978723405
Carrer Grau,41.438791640535136,2.187669352497476,0.0,0.0
Carrer Manigua,41.423676546575145,2.1797396875918653,2.952843023976089,6.914893617021276
Carrer Matanzas,41.422752030928834,2.1821867084168733,1.107752780548814,0.0
El passatge de Xile,41.37689172436965,2.116314819784081,0.0,0.0
Els Jardins d'Eusebi Güell,41.39044758234289,2.1144064064040826,0.0,0.0
Torre de Santa Caterina,41.394987347747104,2.1059277429633085,0.0,0.0
Refugi antiaeri 292 carrer Piquer del Poble-sec,41.37354326748301,2.168315128536678,27.491179294557355,0.0
Plaça Major de Nou Barris,41.43686234992186,2.1712202288408515,4.637970311034349,9.042553191489361
Ronda de Sant Antoni,41.37918080972605,2.1629662196711665,8.723553146821912,0.5319148936170213
Menjadors populars del carrer Gran Sant Andreu (Guerra Civil),41.43272227205576,2.1893973971197025,1.107752780548814,2.127659574468085
El Passeig de les Aigües,41.41417937369979,2.119019897033429,0.0,0.0
Fabra i Coats - Fàbrica de Creació,41.433793974354174,2.1908326284827284,3.975403123743727,31.914893617021278
Passeig Lluis Companys - Arc de Triomf,41.39029383512213,2.180686651224211,16.129416494200676,0.5319148936170213
Antiga Fàbrica Can Batlló,41.36821672386639,2.1375027849832797,0.0,0.5319148936170213
Viaducte de Bellesguard,41.40916537462648,2.126829667587517,3.975403123743727,0.5319148936170213
Centre Municipal de Cultura Popular de Sant Andreu,41.44068473251823,2.1876438165449668,0.0,5.851063829787234
Federació Eix Comercial Sants-Les Corts,41.37975467649532,2.1344956640830457,1.6616291708232214,0.5319148936170213
El passeig de Sant Joan,41.40053820160704,2.168556539279617,1.798740465386003,0.0
La plaça de la Vila de Gràcia,41.40038030274788,2.1575252768954654,24.093622976936707,1.5957446808510638
El Congrés i els Indians,41.42267428633185,2.1801325133211784,3.87713473192085,0.0
El Quadrat d'Or,41.39176911227801,2.166394367405672,43.62372139422003,0.5319148936170213
El 22@,41.40196782553371,2.1954426698372225,8.613373434778076,0.0
L'Estació de La Sagrera,41.42192407346947,2.187378057190909,2.293853537081738,0.0
La Muralla Romana,41.384336103363474,2.1775827025795835,77.3372243646055,10.638297872340425
El Portal de l'Àngel,41.38587859872714,2.172844151594492,28.801572294269164,0.5319148936170213
Casa Bartomeu,41.396311253391424,2.1072570259147585,0.0,0.5319148936170213
Carrer Menéndez Pelayo,41.383708022783495,2.120295383395241,0.0,0.0
Parc de Can Rigal,41.37932819241353,2.107739056786728,0.0,0.5319148936170213
Sala Lliure de Gràcia,41.40276104987048,2.156031064034744,17.93100367762012,4.787234042553191
Parròquia de Santa Maria del Mar - Basílica,41.38378222100998,2.182224949880879,67.89452525944344,3.723404255319149
Jardins d'Elvira Farreras Valentí,41.407464947326254,2.1430348062786257,0.0,0.0
Ateneu de Fabricació Digital de Les Corts,41.38355424224072,2.1355597687429912,4.5292795140181346,6.382978723404255
Parc de les Rieres d'Horta,41.43107919974659,2.154259435001784,2.6502687491624854,0.5319148936170213
Parc de la Pegaso,41.42688804853377,2.190739286407059,0.6625671872906213,0.5319148936170213
Estació Barcelona-Sants de RENFE,41.379556967903945,2.1408179856438947,5.30053749832497,0.0
Restaurant Dos Torres,41.39795538977431,2.128704952652439,0.0,0.0
Mercat Núria,41.45995202920537,2.1726367468768304,0.0,0.0
La Sardineta. Grup d'Ecoconsum de la Barceloneta,41.38162858085352,2.1905140138060823,13.00369131769649,0.0
Quarter Bruc,41.38730794999315,2.110666688042147,0.0,0.0
La plaça de Sarrià,41.39981901760965,2.122029074017245,7.29866146539017,11.170212765957446
La Torre d'Aigües de Josep Amargós,41.42297808783552,2.118943948440615,15.23904530768429,1.0638297872340425
Colònia Busquets,41.41369557781432,2.104502955711604,0.6625671872906213,1.0638297872340425
Fàbrica Sanchís,41.434973842831134,2.205388440533967,0.0,3.723404255319149
Torre d'Aigües de Carrasco i Formiguera,41.40127423556232,2.122852491250377,0.0,0.0
Torre del Doctor Andreu,41.411850643734354,2.135695010644845,9.938507809359319,0.0
Fàbrica Artés,41.3996059970396,2.1622755265173805,12.877626073879963,0.0
El Túnel de la Rovira,41.42755510844527,2.157559236781552,0.0,0.0
Can Culleretes,41.381241482418325,2.1744292455209995,97.617735955809,1.5957446808510638
La Diagonal,41.38793852100829,2.125713944106764,0.0,0.5319148936170213
Refugi Antiaeri de La Lira,41.43277350201,2.1881654862843227,0.553876390274407,6.382978723404255
Refugi Antiaeri 977 (Matanzas / Pinar del Río),41.42243408970824,2.182057614392575,0.553876390274407,0.0
Capella dels Segadors,41.43629879622968,2.191490177023649,2.215505561097628,22.872340425531913
El nucli antic d'Horta,41.42999427513081,2.161502292023968,8.862022244390513,3.723404255319149
La plaça de Lesseps,41.40771234565708,2.1510867322061435,1.9877015618718636,1.5957446808510638
El Campus Ciutadella,41.39002929461585,2.190872085861088,7.950806247487455,0.5319148936170213
El Campus Mundet - UB,41.43575541409688,2.147158169831797,0.0,0.0
La llera del riu Besòs,41.45464961996649,2.1909188386141625,4.154981931792385,1.0638297872340425
Edifici d'habitatges Gran de Gràcia 67,41.399899033342535,2.1553048145748552,17.86251358634963,0.5319148936170213
Centre Cívic Can Felipa,41.40367975860696,2.20050971216533,1.107752780548814,10.106382978723405
Associació Xarxa de Consum Solidari,41.387846200809165,2.1806947519007056,14.542517527705733,22.872340425531913
La plaça de John Lennon,41.40286050125628,2.1615342716775845,7.200393073567293,0.5319148936170213
La plaça de Nicolás Salmerón,41.39801209292751,2.157480714601559,23.3015201822432,0.5319148936170213
La Pedrera Romana,41.357168740446966,2.145671534709044,0.0,0.0
Torre de l'Aigua,41.40405325796555,2.152229161692367,4.865774310260114,2.6595744680851063
El barri Plus Ultra,41.360594861404536,2.14102627404691,2.7693819513720355,0.0
La Casa de l'Aigua,41.45296545224615,2.188036804130217,1.9877015618718636,10.106382978723405
Educa +,41.41252398893622,2.179570364707956,2.277131254346471,0.5319148936170213
Casa Fàbrica Güell-Ramis,41.379585352390144,2.178265252336639,34.172088798892254,2.127659574468085
Casa Parés,41.3872658323001,2.178401010468016,26.267438917260993,2.127659574468085
Edifici Modernista Francisco Giner 47,41.39978158248624,2.1583968710038635,20.770364635290264,1.0638297872340425
Edifici d'Habitatges Gran de Gràcia 138,41.40169937350612,2.153476912041365,8.862022244390513,0.0
Ermita de la Mare de Déu de la Salut,41.41154995474912,2.15710983691872,0.0,0.0
La plaça de Gal·la Placídia,41.39860621855363,2.1529425675079312,12.185280586036956,0.0
Esplai Tr3smon,41.3598021106686,2.1417439533847342,2.7693819513720355,0.0
El Campus de Comunicació,41.40367554356738,2.1935349162488165,15.23904530768429,0.0
El Paral·lel,41.37522098509261,2.1558593296923467,15.525478885686532,0.0
Sant Pere i Santa Caterina,41.388142157020646,2.178572782653608,22.786355582686895,5.319148936170213
El Gòtic,41.383065594486666,2.1770218391588827,84.9530247308786,6.382978723404255
Cooperativa La Confiança Andreuenca,41.43555564633071,2.185313624433327,0.0,1.5957446808510638
El Poblenou,41.4022744450405,2.1990636882594146,3.87713473192085,0.5319148936170213
Cooperativa La Flor de Maig - sucursal núm. 7,41.42411451151168,2.1903109078509257,2.6502687491624854,5.319148936170213
Museu d'Autòmats del Tibidabo,41.42160921227461,2.1187341412289142,27.165254678915474,4.25531914893617
Sant Andreu,41.43526902100958,2.190044472473194,4.984887512469664,30.851063829787233
La plaça de la Bonanova,41.40638150826275,2.13417851476007,0.553876390274407,1.5957446808510638
La plaça del Doctor Andreu,41.416304021052255,2.1314166234616936,6.625671872906211,0.0
Places de Joaquim Folguera i Frederic Soler,41.40542924572357,2.1389166559414927,2.7693819513720355,1.0638297872340425
Casa Vidal,41.43535513459526,2.1894400450855303,5.538763902744071,10.106382978723405
Can Mazantini,41.43314257686843,2.184650085607281,0.0,1.5957446808510638
Oliva Artés. Museu d'Història de Barcelona,41.4083072163263,2.2011067332390364,13.251343745812425,0.5319148936170213
La Vil·la Hèlius (Casa Grané),41.395462854998215,2.107541318408962,0.0,0.5319148936170213
L'Antic Institut Frenopàtic,41.38433208402624,2.1263311628356334,0.0,0.0
L'Àrea Olímpica de la Diagonal,41.380264181554345,2.1144189385595857,0.0,0.0
Carrer Cienfuegos,41.42408750553282,2.183417526927583,0.553876390274407,0.0
Carrer Pinar del Rio,41.422259021739634,2.1821005942848277,0.553876390274407,0.0
Casa Sant Felip Neri,41.39572136064741,2.130903870123052,0.0,1.0638297872340425
Antiga Biblioteca Pública de Sant Andreu de Palomar,41.43679975051144,2.1905489388615904,6.230722878566712,1.5957446808510638
L'Aqüeducte Palombarum,41.43821655449944,2.193187925153491,0.0,0.0
Antic Monòlit Dedicat a la Legión Condor,41.38863075155167,2.127086735020199,0.0,0.0
El passatge de Tubella,41.38372383321053,2.135927755117388,3.8667123267275136,7.9787234042553195
Cansaladeria Puig,41.431965377634455,2.1892316530910487,1.107752780548814,7.446808510638298
El carrer de Campoamor,41.432914933001776,2.158212492323379,0.0,0.0
Casa de la Marina,41.37800931137947,2.1884489605390947,19.54968910094208,0.0
La carretera de les Aigües (sector Horta-Guinardó),41.42145480207412,2.131518261519387,0.0,0.0
L'Aqüeducte del Parc Central de Nou Barris,41.4368445525108,2.1712296246319656,4.637970311034349,9.042553191489361
Edifici Gas Natural,41.38319342524216,2.190154390019234,7.950806247487455,0.0
Cooperativa Obrera Popular Segle XX,41.38164663472414,2.189153267840029,17.573664070991466,0.0
La Maquinista Terrestre i Marítima,41.38164285238863,2.1907168710652614,12.341124130405866,0.0
El Conjunt Residencial de Les Escales Park,41.39204783587929,2.1153886541782843,0.0,0.0
Colònia Carné,41.376822310380064,2.117058367742885,0.0,0.5319148936170213
La plaça de Pedralbes,41.395729151007615,2.114218062249275,6.625671872906211,0.0
La Torre Blanca,41.38946749792318,2.11876260601679,6.625671872906211,0.0
Pilar d'Aigua de Sant Andreu,41.4303599257898,2.1852706828435733,1.6616291708232214,7.446808510638298
La Plaça de les Havaneres,41.42125404672891,2.1826779224213384,0.0,0.5319148936170213
Memorial de les Dones Represaliades a la Presó de Dones de les Corts,41.387153239939714,2.129239773817562,10.621919807036612,0.0
Can Fontanet - Centre d'Interpretació dels Tres Tombs de Sant Andreu,41.433793974354174,2.1908326284827284,3.975403123743727,31.914893617021278
Xemeneia de Can Galta Cremat,41.440635877473454,2.187715361234582,0.0,5.851063829787234
Les Carasses,41.44136142057692,2.1910812403192512,3.3128359364531064,1.0638297872340425
Ca l'Artés,41.43060587102361,2.172703711654441,6.744785075115762,4.787234042553191
Plaça Eivissa,41.43021998617649,2.1609828368500468,9.524589431681134,4.25531914893617
Casa Estapé,41.391927096739074,2.179966095105018,17.910158867233445,0.0
Cases Rocamora,41.38891899310887,2.1694907182668186,21.026458020040796,0.0
Casa Malagrida,41.39070796924331,2.166233113657074,52.228161338832386,0.0
Cases Blanques,41.431488091656256,2.140820837872433,1.295139477578559,0.0
Refugi Antiaeri de Can Peguera,41.43411211194424,2.165334527114244,0.0,2.6595744680851063
Can Tusquets,41.4104399702781,2.154195493067497,0.0,0.0
Casa Agustí Trulla,41.40073485164731,2.1529945860625257,11.354466000625346,0.5319148936170213
Casa Castellet,41.40322501663376,2.1591194797287576,13.569971561722975,11.170212765957446
Casa Concepció i Casa Comelles,41.403249208074975,2.154208667587497,7.41777466759972,4.25531914893617
Casa Cortina,41.41022204823075,2.14606270494447,0.0,0.0
Carrer Sant Gervasi de Cassoles,41.40417769240352,2.139512069189189,1.6616291708232214,0.0
Fàbrica de Creació Graner,41.36152379729631,2.1359750197791345,0.0,5.319148936170213
Espai Bombers Parc de la Prevenció de Barcelona,41.37369595375426,2.154566177208794,2.6309128538034336,3.1914893617021276
Edifici Torre Telefònica - Diagonal Zero Zero,41.41217022424529,2.2212484484505435,4.637970311034349,0.0
Servei d'Esports de la Universitat de Barcelona,41.38091965331625,2.1048310677132447,0.0,0.0
Casa Bonaventura Ferrer,41.39697639977114,2.158479593916247,20.21499932998823,1.0638297872340425
Edifici Patronat Ribas,41.422929218509935,2.1410866943487545,0.0,0.0
Espai Mescladís,41.38709531983285,2.1803507473845234,22.58981879904114,10.638297872340425
Jardins de Mossèn Costa i Llobera,41.36961505587559,2.17232416934953,8.613373434778076,0.0
Pavelló Mies van der Rohe,41.370842160327136,2.149776113823393,19.214448431428014,14.361702127659575
Antic Dispensari Antituberculós,41.38433595216771,2.165173981341848,38.30382800053601,4.787234042553191
Centre Comercial L'Illa Diagonal,41.38974559970474,2.1353959606306443,14.618167741167012,6.914893617021276
Els Edificis Trade,41.38617521617633,2.1279530224471386,0.0,0.0
Casa dels Ossos,41.39465875789174,2.1529838685904554,5.538763902744071,0.0
Casa Fargas,41.39040808759584,2.164148990973875,49.88460908535949,0.0
Cases Josefa Villanueva,41.39489635939134,2.166752451664696,8.139898455995118,10.638297872340425
Cristalleries Planell,41.38743624313862,2.131903917807222,2.7693819513720355,7.9787234042553195
Casa Queralt,41.41927179810715,2.147925810285238,9.275940622068696,0.5319148936170213
Parròquia de Sant Gregori Taumaturg,41.39422199323784,2.138413658076152,0.0,0.0
El Polvorí i Cos de Guàrdia,41.36464604706291,2.1428603946607967,0.0,0.0
Club Esportiu Mediterrani *Instal·lació Josep Vallès,41.3733599989622,2.130464703418883,1.6616291708232214,0.5319148936170213
Font Màgica - Fonts de Montjuïc,41.371150045128175,2.1517639113782225,26.50268749162485,2.127659574468085
Associació Cultural El Raval El Lokal,41.37945106296261,2.167094592540177,17.298214790881886,4.25531914893617
Parc del Mirador del Poble-sec,41.37192068979768,2.1701826605872294,4.0647380254008905,0.0
Eix Comercial del Poblenou,41.402619669138986,2.199899590115794,4.984887512469664,0.5319148936170213
Jardins de les Tres Xemeneies,41.37448327029571,2.172430025242432,2.0770364635290264,4.787234042553191
Plaça de la Revolució,41.402830728949546,2.158258723259312,18.55485907419264,10.638297872340425
Parc de la Font Florida,41.368634514222805,2.14105045396157,1.0573487499012197,0.0
